,id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
3801,3801,"""才开不久，之前是另外一家卖馄饨的店，不过这家除了馄饨主要是拌面，价格也比之前的亲民不少，基本上20元能吃饱了，所以生意也明显好于过去。吃过两次拌面，都觉得很好，葱油好香，面条也不糊。推荐套餐，更加实惠些，还配了蛋花汤和小碟下饭菜（不过这汤和小菜可能会变花样的）。糖醋肋排是最喜欢的，好多肉，颇有老上海的味道，不太咸略带甜味。大排也是相当实在的，入口感觉就好。下次去试试馄饨，毕竟是以馄饨起名的，总要尝尝招牌的。""",-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,-2,1,1,1
3802,3802,"""无意中在网上发现的，估计刚开不久，以前没看到过，离家又特别近，正好有机会去试了下。店比较小，只有一层，但是装修很文青很有感觉。灯光昏黄适合三两姐妹或小情侣。六点不到的时候还没人，我们是第一个客人，后来渐渐人多了，人气还可以。点的BBQ培根披萨，芝士很足，卷边是薄脆的，比较特别，披萨整体好评。玫瑰芝士蛋糕也很好吃，不甜但很细腻。那个蓝色气泡饮料就一般了，样子和口味都一般，牛排味道也一般，无特别之处。现在有代金券，挺实惠的！价格不贵！""",-2,-2,-2,-2,-2,-2,-2,0,1,0,1,-2,-1,-2,1,1,1,-2,1,-2
3803,3803,"""五月份时候去的了，朋友是JAY的粉丝，来北京正好带她来这家店。说实话有点失望，并没有想象中的好吃，环境也感觉一般。

开在朝阳大悦城六楼，这块应该是新开辟的，之前来看到在装修，现在有很多新的店。新店又是周杰伦的噱头，必然要排队，当时排了有一会。

环境的话和普通餐厅差不多，没有让人惊喜的感觉，墙上一直在播周杰伦的MV。。。歌迷大概会喜欢，但是这个画质。。。能不能高清一点。。

【糖醋寸金骨】太甜了。。。我们俩都是上海人都吃不惯，真的太太太太甜了！
【香茅烤鸡翅】中规中矩吧，把鸡翅切成两半了。
【芝士焗土豆】这个是几个菜里稍微推荐一点的，第一口有种章鱼小丸子的味道！土豆味道挺入味的
【任性的小面】恕我品尝不来。。。面的质感很奇怪，一开始以为是重庆小面的感觉，没想到。。。千万不要点。。。
【爷爷泡的茶】味道有点像红枣茶，甜甜的。

总体来说，一般般，可能就是尝个鲜。""",-2,1,-2,-1,-2,-2,-2,-2,-2,-2,0,0,0,0,-2,0,-2,0,0,-2
3804,3804,"""大肠面想了有一阵子了，正好店恢复营业就马上去了，交通很便利，地铁8号线老西门站出来没走几步就到了。
【环境】店铺面积很小，还在店门外摆了两桌，店里总是充斥着一股油腻感。就环境实在是没有办法给好评。
【菜品】
〈美味大肠面〉21元，面好像一直在涨价，但是没办法，谁叫它好吃呢～大肠处理得一点味道都没有，一点也不肥腻，很有弹性和嚼劲，汤底很鲜，只是面条的火候还不太够，要是软硬度刚好的话简直完美。
【服务】只能说是最基本的服务，你没有坐到位子是不会给你点菜的，面因为是现烧的等待的时间比较久。""",1,-2,-2,-2,0,-2,-1,-1,-2,-2,-1,-1,-1,0,-2,0,-2,-2,0,-2
3805,3805,"""大悦城C馆地下一层的一家海南椰品店。
大悦城位于东中街，C馆是东南方向的一个馆，这里地理位置优越，人来人往的商业极其繁华，来往公交车很多，且地铁口和C馆相连通，交通便利的。
椰语堂的位置靠近地下一层中心，店铺外也改造成了用餐区，有很多用餐位，而且很带有海南风情。
团购的冰淇淋清补凉，团购券认证迅速，餐品是现做的所以需要略微等一下。
冰淇淋清补凉，上边一个大冰淇淋球，底下有两块西瓜，两块芒果，带一杯椰汁，味道还和以前的味道，很好吃。""",1,1,1,-2,-2,-2,-2,-2,-2,0,1,-2,-2,-2,-2,1,-2,-2,1,-2
3806,3806,"""昨天运动完之后 直接去了这家店 为了 赶上 小龙虾 最后的机会..去的时候 人不多 由于我们人比较多 就去了包间 服务员 很热情..点了小龙虾 清江鱼 加上一些烧烤..小龙虾 个头小了点 可能 跟快下架了 也有关系 不过味道确实 都烧进去了 果断加了一份...烤鱼 还是 老样子 没有什么 很大的心意..烧烤 像带子+扇贝 还是很不错的 比较新鲜+干净 比路边的 生蚝 感觉一般般...服务还是不错的 """,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,1,-2,1,-2
3807,3807,"""听说这家店的老板原先是个画家，听说这家店其实在北京和天津都已经开了有十年了，听说这家店的空中花园有颗被吊车运上屋顶的60岁名贵大树……
这一切的一切恰如其分地正好能反应这家店给我的所有印象，那就是文艺味➕专业云南风味➕远离都市喧嚣的宁静！
店内装饰中绿色，鲜花，木桌，木椅，还有云南老妈妈绘制的作品以及老板自己的作品都错落有致的散落在店内每个角落
楼顶的空中花园则让我一踏入就此爱上，在周围一片高楼林立中感觉这是片不被打扰的净土。伴着古老水车，还有那棵安静的老树，即使只在风中我便醉了
当身穿云南传统服装的服务员向我介绍菜单，我才将目光转回正题，就餐上。
菜单也是艺术品，上好的纸质感和插画图片，配以一些菜品介绍和风土人情，好想带回去仔细品味！
凉菜推荐丽江鸡豆粉，薄荷牛肉卷，洱海醉虾，
热菜推荐香辣野生牛肝菌，大理雕梅小排骨，茉莉花炒蛋
汤，菌香气锅鸡
饮品推荐傣家米酒
甜品推荐多芒椰奶冻
都是非常地道的云南美食
美味极了""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,1,-2,1,1,-2
3808,3808,"""到店原因：在北京语言大学里面中午饭三人聚餐，有朋友推荐，说菜式做得还算挺不错
环境与服务：店里装修挺有特色的，墙上的东西可以细细欣赏，明亮宽敞，我们最后选了卡座。服务还OK，会不时有人过来倒水，后来有个炒饭比较久想取消单子，服务员可会很耐心解释，付款的时候被告知可以用大众点评买单，折扣还是挺多的，将近8折，只是后来要求开发票的时候服务员太忙没过来，朋友后来赶时间说不愿意等了，因为是出差去的，第二天要走也就没再去，据说是可以寄过来，但说好来取抬头信息的服务员太忙了一直没来。
味道与价格：先上来虾片，虾的味道很浓，不是街边随意买的那种。点了两个海南鸡饭，饭挺香的，鸡肉还算滑，正常水准，肉质韧度还可以提升。沾的酱料要是可以添加会更开心。海南菠萝炒饭味道挺不错的，很香，里面还有虾仁，就是等的时间会长些。点了个沙拉，叫加多加多，挺有意思的。里面有芽菜，豆角，鸡蛋等，酱的味道很好，酸辣甜。还点了一个啤酒，整顿下来最后是180多，用大众买单是150多。后来还有一碗试吃，咖喱鸡肉，有点小辣，味道还不错，可惜服务员都忙到忘了收集意见。""",-2,-2,-2,-2,1,-2,-1,0,-2,0,1,-2,0,-2,-2,0,-2,-2,1,-2
3809,3809,"""一直在点她家的外卖，美腻的板娘终于开实体店了！用料真的很用心，每个甜品都是板娘亲自手工做出来的，真的好吃到不行！尤其是雪媚娘，强烈推荐！感觉雪媚娘真的是越做越大，板娘你酱紫下去会不会亏本？虽然很多甜品外面也有很多再卖，但吃过她家的就真的不想再吃别家的了，因为，口味真的不一样啊！一直想等有时间去店里吃，拍点美腻的皂片再来点评的，但苦于一直没时间去板娘的店里，我就传几张点的外卖的皂片吧…外卖也包装的这么漂亮，送货也炒鸡快，最难得的是板娘人炒鸡好呀！强烈推荐的甜品店！""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1
3810,3810,"""可能是臨近休息的時間去的～大概是1點多吧～服務員都懶散的躺在椅子上～有點影響～之前還是探砵的時候去過幾次～現在竟然改朝換代了～菜單比之前少了至少一半～酸菜魚味道還不錯～但總感覺沒有一整條～也許是還沒發育好～份量很少～點了一個蝦～開始忘記上了～後來又加上了～上來的一瞬間我就後悔了～蝦呢！！！！我很認真的數了下～才8只蝦然後一堆辣椒～69元的一盤辣椒也太奢侈了～雖然總的來說味道還不錯～但是不打折的話～我想應該不會來第二次了～""",-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,1,0,-2,0,0
3811,3811,"""听名字就知道这里的特色就是吃串串的火锅啦，所有食材分好类自己拿，最后数串和盘子来算钱。如果你转发朋友圈每人少五块钱哦。调料3块一位。他家还有蛋炒饭。所有串串料都很少的，要吃很多才能吃饱。不过食材还蛮干净新鲜。味道都很不错呢。这次吃的非常过瘾。爽。下次还来。希望能有折扣活动，毕竟没活动价格方面还是有点小高的。服务也周到。老板人也好，还有环境不错，不过在七星坡坡那上去。之前不知道有这么一家店。哈哈，还会来的。""",-2,-2,-2,-2,1,-2,-2,-1,-2,0,1,1,1,1,-1,1,-2,-2,1,1
3812,3812,"""店的位置并不难找，一进店里，就有服务员对我说“很高兴遇见你”。店里生意很好诶，没有露天的位置，靠窗的位置也没有了。柜台上代表叫号的小马达也就只剩两个。果不其然，等我点单时，小马达没了，服务员让我稍等一下，小马达立刻就来了。我买了一杯焦糖玛奇朵，最喜欢这个没办法，用了微信上的活动，便宜了5元。点完单后就拿着代表号码的小马达去找座位去了。小马达的主意其实和西九巷的小熊很像。整个cafe环境优雅，还挺适合两三好友闲聊小聚，就是生意太好了，可能没有位置。""",-2,-2,0,0,1,-2,1,0,-2,1,1,1,1,-2,-2,-2,-2,1,1,1
3813,3813,"""2015年8月20日朋友请客，三家人一共吃了5千多个大元，价格小贵，不过味道，超级棒！
躲在巷子里面，不过在巷口就能看到，还算很好找。
和大部分的港澳老店一样，铺面小小的，里面也是窄窄的并排放着桌子，环境略显简陋拥挤，不过人却是挺多；
炎炎夏日打火锅，里面的空调当然就开得足足的；
汤底的味道能够感受到真材实料的诚意，而绝对不是化学合成汤料调制的；
火锅材料里面极力推荐海鲜和牛肉，
海鲜请必点象拔蚌和生蚝，当然蚝是生吃的，
圣子螺、濑尿虾等也要一起上哦，
最后强烈强烈强烈推荐腊味煲仔饭，腊味估计有五六种，除了常见的腊肠腊肉腊鸭，这里还有润肠和黑猪肉肠，饭和腊味是分开上桌，沾有丁点腊味油的米饭非常可口，而各种腊味真是喷香扑鼻。
预算充裕的话，强烈推荐的一家澳门老字号美食店。
""",-2,-2,1,-2,-2,-2,-2,-1,-2,-2,-1,-2,-1,-2,1,1,1,1,1,-2
3814,3814,"""很荣幸被抽中霸王餐，来西域印象品尝菜。这家店其实之前吃过好几次了，是万地里面喜欢的一家店之一，装修的也很有风格，位子坐着也宽敞，很大气的感觉，感觉很好。这次是十几个人给了我们一个大包厢，包厢很苦安装，里面的装修也很有特色，很有西域的感觉。所以才叫西域印象啦，这家店是新疆菜为主，羊肉居多。最喜欢的就是这家店里的烤羊排，沾着喜欢的酱包着生菜吃，一点儿都不腻，羊肉很嫩，皮很香，非常的好吃、很适合大口喝酒大口吃肉的感觉，个人很喜欢这里的羊肉。西域酸奶糕，颜色很漂亮，平时就喜欢酸奶，酸奶糕第一次吃，很好吃，有点酸酸的，旁边配的是橙子，有些酸有些的甜。纯羊肉煎饺，好好吃呀，里面是羊肉还有胡萝卜，味道棒极了。金灿灿的羊肉饺子，喜欢吃羊肉的太有口福了。还有这个什么饭香香爱你的真不错。凉皮跟我们这边的凉皮不一样，酱汁儿很浓，个人觉得一般，还是喜欢吃陕西那边的凉皮。土豆条，粘上番茄酱好吃。炒藕片这个菜很平常了，哈哈，不多说。很满意的一次霸王餐。""",-2,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,-2,1,1,-2,1,-2
3815,3815,"""不记得第几次来了，之前团购优惠的时候，屯了几张券呢，价格真的是划算呢，嘿嘿，想想都觉得赚到了呢！之前几次带儿子去吃，都不需要买票呢，这次竟然说身高超过了，需要买一张儿童票，呜呜，我是该不该高兴呢？真想感慨喜欢吃肉的小家伙长得这么快啊！真的没有感觉呢，只是担心这三十元的儿童票是不是要打水漂了啊，这么小的孩子能吃多少呢？不知道店家能否可以把身高的标准提高一点啊？大人呢，我觉得还是划算的，有火锅，有烤肉，还有糕点饮料，想吃什么吃什么，这就是我个人偏爱自助餐的原因。店里的烟道还是可以的，烤肉的油烟不算大，不过生蚝就比较难烤了，都是冰冻的，小火要烤蛮久的。冷面和冰淇淋不错的，夏天来碗冷面，冰冰爽爽；冰淇淋是最受小朋友欢迎了，品牌的，口味纯正，每次我都忍不住吃两份哦！水果也很不错，之前几次吃过提子，芒果都不错的，这次龙眼也很好吃，好甜呢。小龙虾和花甲是老公的最爱，每次来都必吃，小龙虾味道还不错，花甲我个人不太喜欢。整体不错吧，期待下次去的时候，可以有一些新品种吧！""",-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,-2,-2,-2,-2,1,-2,-2,1,1
3816,3816,"""【地点】莱山新世界百货负一层
【环境】还是砖墙面的这类装修，各种小摆件比较温馨，桌与桌之间稍显的近了，隐私保护不强。整体装修统一，连桌上的电磁炉都印有logo。
【口味】主要以芝士锅为主的韩式料理，四个人去两两一桌，点了两个锅，海鲜芝士锅和牛肉芝士锅，来店里之间点是49元一个锅，套餐两人差不多100元左右，团购就便宜不少了，建议大众也去谈一下团购。相较而言还是喜欢海鲜锅多些，海鲜比较提味，比较鲜。芝士放的不少，锅里加面建议还是乌冬面比较有劲道，时间长了也不会难吃。配的炒米饭还是不错的，加芝士是必须的。
【总评】性价比较高，较适合女生和情侣两人食用。""",-2,-2,1,-2,-2,-2,-2,0,1,1,1,-2,0,-2,-2,1,-2,-2,1,-2
3817,3817,"""在新城站旁边，交通方便，环境不错，包厢很大很豪华，就是感觉走廊的天花板有点矮，有压抑的感觉。我们在的包厢厕所的门有问题，每次上完厕所都会自动锁起来=_=该修修了！包厢负责上菜的阿姨服务态度很好，很赞呢！点了合菜，还是挺划算的，该有的海鲜啊什么的都有，味道也不错，尤其是甜品的菠萝包还是什么的好吃！还有鱼翅瑶柱汤也好喝，就是冷盘的蔬菜沙拉酱汁太少了，拌不开，下次可以多放点。总体来说家里人吃的都满意，下次还会去的，赞！""",1,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,1,1,-1,1,-2,1,1,1
3818,3818,"""我作为东北媳妇，还是挺喜欢吃东北菜的，也吃过正宗的东北菜。特别是东北的大米，很好吃。昨晚在骨头棒点的都是东北家常菜。
棒骨，10块一条，40一份，真的很实惠，上面满满都是肉，热气腾腾地端上来，闻着卤水的香味，整个人都觉得饿了。味道还可以，颜色稍稍浅了一点，可能是在广东地区，口味比东北的稍淡。但真实在。
木须肉，25块，分量有点少。味道属于清淡的，肉丝切得太细，不符合东北那种大大咧咧的豪迈作风。而且，一端上来，菜就已经有点出水了。
地三鲜，18块，这个菜因为要走油，而且茄子吸油，所以平常吃起来会感觉油油的。但骨头棒他家做得还可以，油是新油，茄子吃起来不会有太多油腻感。但青椒的量可以少点吗？明明茄子和土豆才是更好吃的。
溜肉段，28块，外皮很酥脆，里面稍有点干，但大小切得正好，一口一个。要趁热吃，冷了皮就软了。味道有点太淡了，有点美中不足，但做得确实不错，外脆内软。
紫薯饼，6块，里面很多紫薯馅，不会很甜，但有点油，而且饼皮不好吃。
总体来说，在东北菜里不算太便宜，因为分量有点少，但在万达广场来说，也算便宜的。菜品不止东北菜，还有粤菜，川菜。服务挺好的，服务员很热情，店铺也算干净。餐具里面配了手套和吸管用来吃棒骨用，挺细心的，不错。""",-2,-2,-2,-2,1,-2,-2,0,1,-2,-2,-2,-2,1,-1,0,-2,-2,0,-2
3819,3819,"""有朋友5年前来的，当时也是9.5欧一人，么想到这次来了之后还是这个价格，居然没有涨过。下午一点开业的，提前到了的话老板会先让客人进来等候，这点还是比较人性化的。观察了下，西方人来这更喜欢吃中餐，而东方人更喜欢吃海鲜类，看来大家都想换换口味，呵呵。说下自助的内容吧，比较推荐的时牛排、大虾、鱿鱼，不过铁板师傅在料理的时候放的盐和油好像稍微多了点，口味咸了些，吃了几盆就饱了。另外，水果也比较新鲜。周六、日和夜市有三文鱼自助，午市只有三文鱼寿司，不同时段价格不同。不过还是要说，9.5欧的价格再加上另点饮料真的真的很划算啊，饭点的时候人非常多。""",-2,-2,-2,-2,1,-2,-2,0,1,-2,-2,-2,-2,-2,-2,0,-2,1,1,-2
3820,3820,"""相比韩式烤肉，我其实更喜欢日式的，虽然价位的确要贵，因为量真心太少了，但是贵在精致吧，连肉都很精致。幸平是在看了点评后拔草的，团了代金券，在一天晚上计划之外的去吃了。和牛寿司68一个，现场烤制，薄薄的牛肉卷上米饭，真的会爆浆，感觉很爽。肉额外又点了一份，因为不饿，就是拔草，不是很贵的肉，但是肉质真的不错，很嫩。老公点了爱的味增汤，好大一碗，我尝了不错。最后甜品是抹茶布丁，看点评点的，菜单上没有，还不错。环境是开放式的那种，绿色搭配木质的颜色很舒服，服务员应该再多培训一下就好了。""",-2,-2,-2,-2,0,-2,-2,-1,-2,0,1,-2,-2,-2,-1,1,1,1,1,-2
3821,3821,"""感谢大众点评给我这个得奖机会，第一次抽中霸王餐竟然是我最爱的蛋糕，怀着激动的心情预约了时间，服务员的态度很好，店很好找东大桥下车走一点就到了，蛋糕选的是芒果慕斯，上面有个小鸭子，非常卡哇伊，而且是巧克力的，可以吃哦！味道不腻而且清新，不是很甜的那种，妈妈非常喜欢！包装也很漂亮，用绿丝带绑着，很养眼！一边包装服务员还一边提醒着注意事项，感觉真的不错！希望店家生意越来越好，以后有机会再试试别的口味的。""",-2,-2,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,-2,1,1
3822,3822,"""麻婆豆腐得趁热吃，凉了以后感觉很咸而且味道成了武汉的红烧豆腐加辣。回锅肉说实话味道还可以，可是实在太少了！那个盘子跟手一样大，就是一巴掌的盘子。肉少的可怜，可以看到洋葱放的很大方。味道最好的是回锅肉，麻婆豆腐还可以但是趁热吃。其他的菜一般般，没有任何惊艳的感觉。点的凉菜都一个味道，凉菜中的辣椒油都带一股鱼腥味。服务员态度还算不错，可惜经验不足。厨房上菜很慢很慢，导致服务员不停的跟客人解释但是很牵强。客人问啥时候上菜啊，服务员说""做好了就上""。客人点鱼，服务员会提示要等40分钟！总之每一桌客人都在催菜。""",-2,-2,-2,-2,0,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,-2
3823,3823,"""长这么大还没在华强北这边的榴芒一族试过。今天周四刚好闪惠有活动就过来了。店在紫荆城对面，很好找。
到店的时候店里有两桌客人，都是女的，我单身狗过来会不会受到异样眼光。。。店的颜色以青色为主，桌子就是原木色，墙上装饰着一些可爱的东东，也贴着一些比较二的标语。
服务员主动介绍有点评的闪惠活动，不错，和东门那边的一样，专业许多，不像有些店，上了活动和没上一样，有时要我教他们怎么验证怎么用。。。
选了榴芒双拼29元＋芒果果肉6元=35元，榴莲班菲18元，这样一共53元，刚好可以达到50减25和50减2.5的要求，便宜很多了！

榴莲班菲 18元 3颗星
一个比较硬的榴莲果肉冰淇淋，味道不错，不会太甜，吃到嘴里有片状层次的冰凉口感，榴莲果肉组织也能吃出来。

榴芒双拼＋芒果果肉 35元 4颗星
味道也是不会很甜，这个很重要，太甜的话，吃一点就受不了了里面四块有块状芒果果肉和另加的3片片状的芒果果肉，一块榴莲果肉，西柚果肉小丸子，芒果汁，榴莲汁，混合起来，就变成一碗很好吃的甜品了。芒果果肉香甜微酸，榴莲果肉品质也还不错，就是不够糯，西柚果肉不酸清甜。很好吃！""",-2,-2,1,-2,0,-2,-2,1,-2,0,1,-2,-2,-2,-2,1,-2,-2,1,-2
3824,3824,"""地理位置很好找，表示这次的团购力度真的很强大哟
5:30去的，人很多，楼下已经没位子了，服务员带去二楼靠窗的位子，美美哒！
兑换了团购券，点了一份小吃拼盘，楼上的水果没有楼下的多，饮料是常温的，想喝热饮去楼下哟
自助的东西很多，有布丁，蛋挞（这个还不错，4个人拿了3个……），面包干（这个好吃）布丁没吃到，表示别的小伙伴们手很快呢水果的品种也很多，有哈密瓜，西瓜，葡萄，火龙果，黑布林等，总有一款你最爱的！
牛排的味道还不错，服务员很贴心的等顾客把餐纸挡好后才揭开盖子，滋滋的烤肉声按耐不住的口水（请容许我这么没节操）等滋滋声小了之后，开动咯
特划算的一次团购，很开心的吃货之旅☺""",-2,-2,1,-2,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,-2,1,-2
3825,3825,"""远大商场地处哈尔滨最繁华的商业地带南岗区果戈里大街，商边有松雷，奋斗副食品，还有两个鞋城，交通便利，四面临街，周围可乘坐的的交通线路有20多条，还有便利的地下停车场，方便顾客出行。每次去都好多的人，商城内部装修比较时尚，有华装品，男女鞋，男女品牌服装包等，可选的商品还是很多的，服务整体不错，远大商城管理还是很到倍的，服务员也比较有礼貌，工作态度很积极。商城客流量比较大，就是冬天的时候门口会有些脏。门内有保安，有不明确的事情也可以得到解决。在这里购物还是很轻松放心的。还有卖金饰品的好几家专柜。一站式购物，在里面可以直接去到鞋城，很方便。""",1,1,-2,-2,1,1,-2,-2,-2,-2,1,-2,-2,0,-2,-2,-2,-2,1,-2
3826,3826,"""以前走在多伦多门口就很有感觉，很想进去试一试，但是价格一直有点让人舍不得，终于放血去了一次，感觉一点也不后悔，钱花的一个字那就是值。多伦多整体的感觉就让人很喜欢，自助也很高大上。一分价钱一分货，因为有点贵所以基本很完美。是我最喜欢的一家自助，生意也超级好。里面所有的东西都让人感觉很舒服。烤鸭很好吃，冰淇淋很赞，因为懒基本上都是吃的熟食。寿司一般，牛排我觉得也有进步空间，其他的都不错哦，饮料种类非常多，汤也很好喝，总之很喜欢。""",-2,-2,-2,-2,-2,-2,-2,-1,1,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-2
3827,3827,"""【地址】世贸广场7楼，钟表后面的电梯可以直达。交通便利，地理位置好找。【环境】这家秀玉算是比较大的一家，可以选择自己喜欢的座位，环境不错，很适合聚会聊天。【服务】服务很热情，从一进门开始就有人主动询问，一路有人把你带到座位上。整个用餐过程的服务都做到及时，主动，热情，挺好的。【口味】连锁餐厅，口味有一定保障。虽然没有什么创新菜式，但是用餐，聚会，下午茶什么的没问题。老公喜欢这里的牛排，因为柔嫩分量足，吃得很饱；我喜欢这里的煲仔饭和泰皇炒饭，还有水果沙拉，吐司。吃完饭如果不想接着逛街，可以休息会，2点就有下午茶了，点上一壶茶，边喝边聊。唯一缺点就是世贸禁止明火，茶下面不能有蜡烛保温，这个天气，茶一会就冷了。但是我觉得可以用个插电的保温垫，服务是需要更细致，用心的！""",1,1,1,-2,0,-2,-2,-2,-2,-2,1,1,1,1,1,1,-2,-2,1,-2
3828,3828,"""比较满意的一次团购，早就慕名许久，任泉李冰冰和黄晓明开的店，虽然对火锅比较一般，但这家店从开业前的宣传和促销力度来说都是比较成功的，来之前特地做了功课，特色菜之类的都大概知道，七点到这边前面排了六桌，非常火爆，等了小半个钟头才叫到，门口招牌非常显眼，黄晓明和任泉的招牌一摆出去离开不一样了，里面装修有点中式，服务员服务态度不错，没海底捞热情，但也是有求必应的，现在菜品一元团购和代金券团购非常合适，服务员推荐办会员卡，10元不贵，办了以后可以和团购同享，而且算算菜品能便宜的钱数就当拿那个钱办会员卡了，上菜速度挺快的，入座会上爆米花和水，没喝到柠檬水，没有画册似的菜单，只有在纸上画，有些拼盘不知道里面有什么还要问服务员，解答很详细，还会把筷子纸巾摆好，可以找服务员要擦眼镜的湿巾，锅底要了番茄三拼，辣油是新打袋倒进去的，承诺不会二次利用，菌汤有浓浓的中药味，番茄汤挺有味的，麻酱小料要了葱花和香菜，直接就给上来了，而且小料真的给的不少，精品羔羊肉量还可以，肉质不错，麻辣牛肉是特色，确实很嫩很辣，冰粉除了甜没吃出其他味道，红糖糍粑第一次吃感觉味道还不错，上来以后趁热吃很酥脆，蔬菜拼盘里面种类挺齐全的，以后要是叶菜少点，菌类或根茎类的多点更好了，鸭血不错，涮出来很嫩口感不错，牛大肚挺鲜的，结账台比较忙碌，也要排队，可以要除味剂喷一下省的衣服都是味道，后期快下班了服务员好像略有懈怠，加水和结账要等待""",-2,-2,-2,-1,0,-2,1,-2,-2,1,0,-2,-2,-2,1,1,-2,-2,1,-2
3829,3829,"""大理吃饭的地方实在是太多了，看得我们眼花缭乱的，在古城里面转了几圈才选中这家店。我们五人一共点了四个菜一个汤。哈尔滨红肠、白族风味茄、黄焖鸡、鱼香肉丝和一个汤（忘记是什么了）。总得来说除了黄焖鸡有点出乎意料之外（因为做法跟我们那边完全不同，我们那边是类似于烧，这边是干的），其他都还行。

（环境） 环境真不错。小庭院似的，挺满意。
（口味） 哈尔滨红肠。这味道怎么说，只能说淀粉放得比较少吧，还是有肉香味的，不下饭，喝酒吃这个还是挺好的选择。

            白族风味茄。里面应该放得是番茄酱，偏甜，把这个酱汁儿跟饭一块儿吃简直是美味啊！我们几个一直在吃这盘菜，吃没有了，再动的其他菜，超级棒！

            鱼香肉丝。这边的鱼香肉丝做饭跟我们那边也不一样。也是用的番茄酱。我们那边是醋加糖，感觉鱼香肉丝用番茄酱来炒，味道太甜了。一般吧
 
             黄焖鸡。这道菜端上来的时候，我们以为是上错菜了。完全跟我们映像中的黄焖鸡不一样。太干了，味道一般吧。

总的来说，四菜一汤，我们花了180左右，人均35，还可以接受。""",-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,1,1,1,-2,0,-2,-2,0,-2
3830,3830,"""最近热气牛肉特别火，来自汕头的特色美食。某天散步看到虬泾路有新店开业，折扣给力，而且是喜欢吃的牛肉，必然是不能错过的了。
怕要等位，所以早早来到直接入座。老板很热情，小工就有点茫然了，不带位不领路，这样的服务也比较少见。
第一次来，不知道分量，所以点的不多，不够还可以加。牛骨汤锅，一份吊龙，蔬菜炸豆皮年糕和牛筋丸各一份。
汤底浓郁，开了先喝一碗，很舒服。
吊龙有一点肥，是我喜欢的。不过一份的分量不多，估计不够三两，45一份，烫一下沾沙茶酱。吐槽一下沙茶酱，又甜又咸，味道很重。
炸豆皮很赞，裹着花生芝麻酱吃，幸福的不行不行的。
一份吊龙烫完，觉得不够，于是加了一份嫩牛肉，切的很薄，不过口感还是比不上吊龙。
一起下来差不多160，有折扣，所以很是划算。
看了下，目前还是有7.8折的优惠，还是不错的。
""",-2,-2,-2,-2,0,-2,-2,0,1,1,-2,-2,-2,-2,-1,0,-2,-2,1,-2
